,Unnamed: 0,date,target,insult,tweet,mainTweetTarget
4091,4092,2018-06-12,mark-sanford,He is MIA and nothing but trouble,"Mark Sanford has been very unhelpful to me in my campaign to MAGA. He is MIA and nothing but trouble. He is better off in Argentina. I fully endorse Katie Arrington for Congress in SC, a state I love. She is tough on crime and will continue our fight to lower taxes. VOTE Katie!",Hilary
4092,4093,2018-06-12,mark-sanford,He is better off in Argentina,"Mark Sanford has been very unhelpful to me in my campaign to MAGA. He is MIA and nothing but trouble. He is better off in Argentina. I fully endorse Katie Arrington for Congress in SC, a state I love. She is tough on crime and will continue our fight to lower taxes. VOTE Katie!",Hilary
4093,4094,2018-06-13,claire-mccaskill,flew around in a luxurious private jet during her RV tour of the state,"Senator Claire McCaskill of the GREAT State of Missouri flew around in a luxurious private jet during her RV tour of the state. RV’s are not for her. People are really upset, so phony! Josh Hawley should win big, and has my full endorsement.",Hilary
4094,4095,2018-06-13,claire-mccaskill,so phony!,"Senator Claire McCaskill of the GREAT State of Missouri flew around in a luxurious private jet during her RV tour of the state. RV’s are not for her. People are really upset, so phony! Josh Hawley should win big, and has my full endorsement.",Hilary
4095,4096,2018-06-13,tim-kaine,a total stiff,"Congratulations to Corey Stewart for his great victory for Senator from Virginia. Now he runs against a total stiff, Tim Kaine, who is weak on crime and borders, and wants to raise your taxes through the roof. Don’t underestimate Corey, a major chance of winning!",Hilary
4096,4097,2018-06-13,tim-kaine,weak on crime and borders,"Congratulations to Corey Stewart for his great victory for Senator from Virginia. Now he runs against a total stiff, Tim Kaine, who is weak on crime and borders, and wants to raise your taxes through the roof. Don’t underestimate Corey, a major chance of winning!",Hilary
4097,4098,2018-06-13,tim-kaine,wants to raise your taxes through the roof,"Congratulations to Corey Stewart for his great victory for Senator from Virginia. Now he runs against a total stiff, Tim Kaine, who is weak on crime and borders, and wants to raise your taxes through the roof. Don’t underestimate Corey, a major chance of winning!",Hilary
4098,4099,2018-06-13,robert-deniro,a very Low IQ individual,"Robert De Niro, a very Low IQ individual, has received too many shots to the head by real boxers in movies. I watched him last night and truly believe he may be ‘punch-drunk.’ I guess he doesn’t...",Hilary
4099,4100,2018-06-13,robert-deniro,has received too many shots to the head by real boxers in movies,"Robert De Niro, a very Low IQ individual, has received too many shots to the head by real boxers in movies. I watched him last night and truly believe he may be ‘punch-drunk.’ I guess he doesn’t...",Hilary
4100,4101,2018-06-13,robert-deniro,I watched him last night and truly believe he may be ‘punch-drunk’,"Robert De Niro, a very Low IQ individual, has received too many shots to the head by real boxers in movies. I watched him last night and truly believe he may be ‘punch-drunk.’ I guess he doesn’t...",Hilary
4101,4102,2018-06-13,robert-deniro,Wake up Punchy!,"...realize the economy is the best it’s ever been with employment being at an all time high, and many companies pouring back into our country. Wake up Punchy!",Hilary
4102,4103,2018-06-13,mark-sanford,so bad,"My political representatives didn’t want me to get involved in the Mark Sanford primary thinking that Sanford would easily win - but with a few hours left I felt that Katie was such a good candidate, and Sanford was so bad, I had to give it a shot. Congrats to Katie Arrington!",Hilary
4103,4104,2018-06-13,opec,Not good!,"Oil prices are too high, OPEC is at it again. Not good!",Hilary
4104,4105,2018-06-13,the-media,Fake News,"So funny to watch the Fake News, especially NBC and CNN. They are fighting hard to downplay the deal with North Korea. 500 days ago they would have ‘begged’ for this deal-looked like war would break out. Our Country’s biggest enemy is the Fake News so easily promulgated by fools!",Hilary
4105,4106,2018-06-13,the-media,Our Country’s biggest enemy,"So funny to watch the Fake News, especially NBC and CNN. They are fighting hard to downplay the deal with North Korea. 500 days ago they would have ‘begged’ for this deal-looked like war would break out. Our Country’s biggest enemy is the Fake News so easily promulgated by fools!",Hilary
4106,4107,2018-06-13,the-media,easily promulgated by fools!,"So funny to watch the Fake News, especially NBC and CNN. They are fighting hard to downplay the deal with North Korea. 500 days ago they would have ‘begged’ for this deal-looked like war would break out. Our Country’s biggest enemy is the Fake News so easily promulgated by fools!",Hilary
4107,4108,2018-06-14,eric-schneiderman,sleazy,"The sleazy New York Democrats, and their now disgraced (and run out of town) A.G. Eric Schneiderman, are doing everything they can to sue me on a foundation that took in $18,800,000 and gave out to charity more money than it took in, $19,200,000. I won’t settle this case!...",Hilary
4108,4109,2018-06-14,eric-schneiderman,never had the guts to bring this ridiculous case,"....Schneiderman, who ran the Clinton campaign in New York, never had the guts to bring this ridiculous case, which lingered in their office for almost 2 years. Now he resigned his office in disgrace, and his disciples brought it when we would not settle.",Hilary
4109,4110,2018-06-14,eric-schneiderman,resigned his office in disgrace,"....Schneiderman, who ran the Clinton campaign in New York, never had the guts to bring this ridiculous case, which lingered in their office for almost 2 years. Now he resigned his office in disgrace, and his disciples brought it when we would not settle.",Hilary
4110,4111,2018-06-14,new-york-democrats,sleazy,"The sleazy New York Democrats, and their now disgraced (and run out of town) A.G. Eric Schneiderman, are doing everything they can to sue me on a foundation that took in $18,800,000 and gave out to charity more money than it took in, $19,200,000. I won’t settle this case!...",Hilary
4111,4112,2018-06-14,trump-russia,Witch Hunt,"Now that I am back from Singapore, where we had a great result with respect to North Korea, the thought process must sadly go back to the Witch Hunt, always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.",Hilary
4112,4113,2018-06-14,trump-russia,fabricated,"Now that I am back from Singapore, where we had a great result with respect to North Korea, the thought process must sadly go back to the Witch Hunt, always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.",Hilary
4113,4114,2018-06-14,trump-russia,pile of garbage,"So, the Democrats make up a phony crime, Collusion with the Russians, pay a fortune to make the crime sound real, illegally leak (Comey) classified information so that a Special Councel will be appointed, and then Collude to make this pile of garbage take on life in Fake News!",Hilary
4114,4115,2018-06-14,democrats,make up a phony crime,"So, the Democrats make up a phony crime, Collusion with the Russians, pay a fortune to make the crime sound real, illegally leak (Comey) classified information so that a Special Councel will be appointed, and then Collude to make this pile of garbage take on life in Fake News!",Hilary
4115,4116,2018-06-14,democrats,pay a fortune to make the crime sound real,"So, the Democrats make up a phony crime, Collusion with the Russians, pay a fortune to make the crime sound real, illegally leak (Comey) classified information so that a Special Councel will be appointed, and then Collude to make this pile of garbage take on life in Fake News!",Hilary
4116,4117,2018-06-14,democrats,illegally leak (Comey) classified information,"So, the Democrats make up a phony crime, Collusion with the Russians, pay a fortune to make the crime sound real, illegally leak (Comey) classified information so that a Special Councel will be appointed, and then Collude to make this pile of garbage take on life in Fake News!",Hilary
4117,4118,2018-06-14,the-media,Fake News!,"So, the Democrats make up a phony crime, Collusion with the Russians, pay a fortune to make the crime sound real, illegally leak (Comey) classified information so that a Special Councel will be appointed, and then Collude to make this pile of garbage take on life in Fake News!",Hilary
4118,4119,2018-06-15,manafort-sentence,Very unfair!,"Wow, what a tough sentence for Paul Manafort, who has represented Ronald Reagan, Bob Dole and many other top political people and campaigns. Didn’t know Manafort was the head of the Mob. What about Comey and Crooked Hillary and all of the others? Very unfair!",Hilary
4119,4120,2018-06-15,james-comey,"the worst leader, by far, in the history of the FBI","The IG Report is a total disaster for Comey, his minions and sadly, the FBI. Comey will now officially go down as the worst leader, by far, in the history of the FBI. I did a great service to the people in firing him. Good Instincts. Christopher Wray will bring it proudly back!",Hilary
4120,4121,2018-06-15,hillary-clinton,Crooked Hillary,"Wow, what a tough sentence for Paul Manafort, who has represented Ronald Reagan, Bob Dole and many other top political people and campaigns. Didn’t know Manafort was the head of the Mob. What about Comey and Crooked Hillary and all of the others? Very unfair!",Hilary
